time_step,met_demand,unmet_demand,new_demand,carried_in_unmet,carried_out_unmet,n_rebalance_moves,iteration_cost,cumulative_cost,n_vehicles_in_service,unmet_fleet_insufficient,unmet_away_flying,unmet_insufficient_battery,unmet_rounding_jitter,mean_age_at_service_bins,max_backlog_age_bins,backlog_over_threshold,mean_age_at_service_operational_bins
373,2993,483.3239914854212,3007.177768477511,469.1462230079127,483.3239914854236,80,121763.93489187708,41686076.39015752,4112,49.09280184341391,23.578114956156618,3.0,407.653074685853,0.14468433321367796,54,4.332231936011538,0.012965807078195505
374,3082,650.7616220602081,3249.4376305747865,483.3239914854236,650.7616220602058,258,126507.01399741271,41812583.404154934,4346,165.45546383709663,86.43274997453396,1.0,397.87340824857375,0.13657862069777593,55,5.197872166886771,0.00980446410751173
375,3312,588.1992526349895,3249.4376305747865,650.7616220602058,588.1992526349865,191,131201.01958396973,41943784.423738904,4152,179.38148241216538,9.171844283329687,0.0,399.6459259394904,0.20346870815151583,56,5.323343907416689,0.07123246527203808
376,3279,730.8181582785419,3421.618905643554,588.1992526349865,730.8181582785413,341,135366.7171621304,42079151.14090104,4310,278.0528823715438,62.84654541566949,0.0,389.91873049132806,0.17663322620277522,57,5.940804638723484,0.04786558766388311
377,3389,763.4370639220979,3421.618905643554,730.8181582785413,763.4370639220972,376,136635.08359453065,42215786.22449557,4274,335.73899631354465,33.950343266114864,0.0,393.7477243424374,0.21597863475544976,58,5.825606638774912,0.08752204704610075
378,3349,788.6146514765342,3374.1775875544354,763.4370639220972,788.6146514765345,408,142582.58790983917,42358368.81240541,4317,353.99637419538874,50.49916802354692,0.0,384.1191092575973,0.217273357510787,59,5.700949446646445,0.0829558545210373
379,3311,851.7922390309704,3374.1775875544354,788.6146514765345,851.7922390309701,471,141871.80125664268,42500240.61366205,4263,437.6666243937387,21.314564188410948,0.0,392.81105044881934,0.21801002105149087,60,6.31190562890769,0.09412012943154574
380,3133,785.9296342316143,3067.1373952006456,851.7922390309701,785.9296342316144,428,140316.4975564464,42640557.1112185,4016,366.67614816226154,3.70454019535741,0.0,415.5489458739962,0.2674784394451139,61,6.781250564454706,0.14068711733965963
381,3067,786.0670294322576,3067.1373952006456,785.9296342316144,786.0670294322617,491,142674.33653690576,42783231.447755404,3869,382.12366974799147,7.604702547829096,0.0,396.33865713644025,0.23993273724554887,62,8.051987217423505,0.10221929713440514
382,2590,695.7762294414506,2499.7092000091907,786.0670294322617,695.7762294414524,671,124258.07063637824,42907489.51839178,3578,302.80436267383675,0.0,0.0,392.9718667676161,0.26105481718268386,63,9.115857329248833,0.1247042255739068
383,2700,495.4854294506408,2499.7092000091907,695.7762294414524,495.48542945064503,222,117329.12597067526,43024818.64436246,3111,54.07552958204168,0.0,22.588189516204704,418.82171035239855,0.2949557359931773,64,10.461793943095326,0.1590711333579555
384,1945,448.0491962793103,1897.5637668286652,495.48542945064503,448.0491962793113,206,100380.54477869121,43125199.18914115,2341,9.493698303129797,0.0,0.0,438.55549797618136,0.23896153803653702,65,12.043222330020459,0.029732518022615284
385,1903,442.6129631079757,1897.5637668286652,448.0491962793113,442.61296310797735,84,94871.90024533927,43220071.089386486,2159,16.62249355888317,0.0,0.0,425.99046954909403,0.24272506508720854,66,12.298554228075316,0.0058779390298003605
386,1187,436.08010655912994,1180.467143451152,442.61296310797735,436.0801065591285,118,75737.54936265899,43295808.638749145,1494,3.6024872287127923,0.0,0.0,432.47761933041585,0.2568409011625475,67,14.5184003437871,0.011474229594946784
387,1185,431.54725001028123,1180.467143451152,436.0801065591285,431.5472500102792,55,72385.57316992627,43368194.21191907,1363,0.0,0.0,0.0,431.5472500102792,0.274752962365889,68,16.96560303564473,0.0015583863461208212
388,608,442.10209814812856,618.5548481378488,431.5472500102792,442.1020981481275,60,56649.830231023676,43424844.042150095,788,0.0,0.0,0.0,442.1020981481275,0.3652314162219023,69,21.18955534062739,0.0
389,618,442.65694628597635,618.5548481378488,442.1020981481275,442.6569462859753,24,55617.84548047466,43480461.88763057,710,0.0,0.0,0.0,442.6569462859753,0.40871897337580665,70,28.019184915987033,0.0
390,330,444.0658250956834,331.4088788097068,442.6569462859753,444.06582509568256,29,48193.42462536406,43528655.312255934,429,0.0,0.0,0.0,444.06582509568256,0.5047187797150041,71,33.88006105419659,0.0
391,340,435.4747039053908,331.4088788097068,444.06582509568256,435.4747039053896,15,48358.40308065831,43577013.71533659,420,0.0,0.0,0.0,435.4747039053896,0.6715127978535957,72,43.711456430449644,0.0
392,308,426.38341028829973,298.9087063829103,435.4747039053896,426.3834102883001,30,48030.598734363055,43625044.314070955,402,0.0,0.0,0.0,426.3834102883001,0.8699802688923279,73,48.55357197091942,0.0
393,305,420.29211667121024,298.9087063829103,426.3834102883001,420.2921166712098,193,53006.24106666229,43678050.55513762,550,0.0,0.0,0.0,420.2921166712098,0.9504700855300939,74,56.797496408701846,0.0
394,801,431.23273791743554,811.9406212462277,420.2921166712098,431.232737917436,287,69041.09506016469,43747091.65019778,1140,0.0,0.0,0.0,431.232737917436,0.6655558548531778,75,62.87588525449169,0.0
395,806,437.17335916366164,811.9406212462277,431.232737917436,437.17335916366164,186,66669.53745858268,43813761.187656365,1006,0.954644934381468,0.0,0.0,436.2187142292802,0.4862463532039681,76,83.33294867740891,0.0
396,1832,479.44617649129805,1874.2728173276355,437.17335916366164,479.4461764912965,232,101170.28949879663,43914931.477155164,2078,57.491842414318064,0.0,0.0,421.95433407697857,0.45713866605295017,77,71.55662947358165,0.0001041361965414735
397,1895,458.7189938189317,1874.2728173276355,479.4461764912965,458.7189938189319,587,112423.22742444953,44027354.704579614,2578,37.371455777673376,0.0,0.0,421.3475380412582,0.3553447709595968,78,66.02105953863234,0.020069592327201943
398,2655,477.5297438873299,2673.8107500683996,458.7189938189319,477.5297438873273,335,130272.39024563866,44157627.09482525,3098,59.19930369829453,0.0,0.0,418.3304401890332,0.30526154208937745,79,46.058278152680685,0.008026698990465077
399,2712,439.3404939557249,2673.8107500683996,477.5297438873273,439.34049395572305,287,129922.93074821074,44287550.02557346,3787,16.202452857354096,0.0,0.0,423.1380410983689,0.2736790570609931,46,32.01742965754274,0.015387698053723373
400,3018,440.43016195532255,3019.0896679996004,439.34049395572305,440.4301619553223,384,141234.26725050848,44428784.29282397,4206,1.925475946418292,0.0,0.0,438.50468600890395,0.216518046677739,47,19.78369282284887,0.004274029054801921
401,3044,415.519829954922,3019.0896679996004,440.4301619553223,415.51982995492125,344,145902.03660661966,44574686.32943059,4438,0.0,0.0,0.0,415.51982995492125,0.15952954921628298,48,16.530750723489895,0.00024218269820179992
402,3466,440.7606449005516,3491.2408149456323,415.51982995492125,440.7606449005475,282,146380.556658444,44721066.886089034,4822,30.07715833940316,0.0,0.0,410.6834865611446,0.14884485337984923,49,10.534853208189986,0.0
403,3498,434.0014598461785,3491.2408149456323,440.7606449005475,434.00145984617313,170,146951.23357170375,44868018.119660735,4340,0.0,8.92440278033414,0.0,425.077057065839,0.1293009287869328,50,8.411454462920812,0.00637322178279061
404,3402,457.8157712054767,3425.8143113593055,434.00145984617313,457.81577120548366,243,136880.4945608403,45004898.61422157,4303,26.866518092369777,0.0,0.0,430.94925311311397,0.12892925912569062,51,6.2990552877039105,0.00245613818538422
405,3438,445.63008256478724,3425.8143113593055,457.81577120548366,445.6300825647932,499,142710.59961507027,45147609.21383664,4478,9.917582848957098,0.0,0.0,435.71249971583615,0.128517219835204,52,5.019796791344697,0.005634094215282675
406,3289,438.9402537956162,3282.310171230824,445.6300825647932,438.9402537956137,292,129847.04255352356,45277456.25639016,4119,0.0,0.0,0.0,438.9402537956137,0.12861408658848028,53,5.103307403111,0.0023157780071873415
407,3280,441.250425026436,3282.310171230824,438.9402537956137,441.2504250264332,129,126525.40681746317,45403981.66320763,3871,10.566299013294131,0.0,0.0,430.6841260131392,0.12564873317933697,54,5.104217483062393,0.0
408,3349,435.045876822805,3342.7954517963713,441.2504250264332,435.0458768228054,89,131165.2935859347,45535146.95679356,3911,1.3166376106635507,0.0,0.0,433.72923921214186,0.14419036523480308,55,4.392861364121517,0.0024887325334850257
409,3331,446.8413286191767,3342.7954517963713,435.0458768228054,446.84132861917624,192,131873.49082419614,45667020.447617754,3977,0.0,0.0,0.0,446.84132861917624,0.13162273906597743,56,4.907872386565367,0.0001738633945423897
410,3703,450.39740054730373,3706.5560719281266,446.84132861917624,450.3974005473059,119,139387.3140039752,45806407.76162173,4288,13.276578069498933,0.0,0.0,437.12082247780677,0.13635131770968917,57,3.7667711904271064,0.0
411,3711,445.95347247543395,3706.5560719281266,450.3974005473059,445.95347247543356,27,137882.3166477008,45944290.07826943,4358,6.772333475641223,0.39301477058526046,0.0,438.7881242292072,0.11830931200088886,58,5.389759144297523,0.0026581155227002203
412,3681,452.92023219743714,3687.9667597220046,445.95347247543356,452.9202321974357,39,139479.94796857232,46083770.026238,4338,25.46427642404018,2.391402556589327,0.0,425.0645532168062,0.11997970722662687,59,5.570678053859838,0.0011379173618834048
413,3574,566.8869919194385,3687.9667597220046,452.9202321974357,566.8869919194372,158,139461.78202510215,46223231.8082631,4527,41.540638712055255,115.23799009105144,0.0,410.10836311633057,0.125409860085589,60,7.967077388076743,0.00593387130321524
414,3572,551.7628635068204,3556.8758715873805,566.8869919194372,551.7628635068127,138,138547.7664577533,46361779.57472085,4461,74.28922153207675,63.91767010153344,0.0,413.5559718732025,0.15252764056660084,61,7.973409882669528,0.03492769260344126
415,3548,560.6387350941959,3556.8758715873805,551.7628635068127,560.6387350941882,166,135760.57676593482,46497540.151486784,4536,135.72355157574165,34.808920164202895,0.0,390.10626335424445,0.14829672953127127,62,8.02033017675092,0.03850006647971405
416,3438,511.22936326271883,3388.59062816853,560.6387350941882,511.22936326271684,88,137836.85405277682,46635377.00553956,4364,28.93341811208368,57.812969233150035,0.0,424.48297591748315,0.1734314111507653,63,6.7058030107545195,0.03409318339622713
417,3293,606.8199914312472,3388.59062816853,511.22936326271684,606.819991431245,193,134034.87407903472,46769411.87961859,4432,71.11765630005499,123.63072130538008,0.0,412.0716138258108,0.13762706780951903,64,6.970213692076636,0.012428375762295359
418,3244,470.85218661608087,3108.0321951848355,606.819991431245,470.85218661608235,48,132683.0639200941,46902094.94353869,4227,18.817565815541744,23.197081287603194,0.0,428.83753951293744,0.20694232228255088,65,6.450754188450348,0.06617826085286964
419,3065,513.8843818009186,3108.0321951848355,470.85218661608235,513.8843818009195,77,126688.58983906051,47028783.53337775,4377,0.0,73.70227995154812,0.7735078414023646,439.4085940079689,0.14257972497731458,66,6.138930236639823,0.007676540691861212
420,3044,477.06215027842745,3007.177768477511,513.8843818009195,477.0621502784305,53,123354.34776340339,47152137.881141156,4234,10.20963370716998,40.76908814523996,0.8143575396150167,425.26907088640564,0.17129714700178925,67,6.091958234881637,0.02651363680286411
421,2985,499.23991875593856,3007.177768477511,477.0621502784305,499.2399187559421,102,122726.39913240682,47274864.280273564,4110,57.64017629087284,43.03349222339873,0.0,398.56625024166993,0.1638169644145227,68,5.040166458032497,0.014008669686921691
422,3090,658.6775493307259,3249.4376305747865,499.2399187559421,658.6775493307232,263,126812.25031202946,47401676.530585594,4375,181.36434917716392,75.03839460631724,1.0,401.2748055472418,0.15024235932525107,69,4.925554590749598,0.02159037882584808
423,3290,618.1151799055069,3249.4376305747865,658.6775493307232,618.1151799055048,227,131378.66639017646,47533055.19697577,4171,200.32312399963845,16.152883754065822,0.0,401.6391721517995,0.1969026014564448,70,5.371743530772962,0.06835341770797006
424,3337,702.7340855490602,3421.618905643554,618.1151799055048,702.7340855490595,311,136677.84655770723,47669733.043533474,4305,283.9384830553332,26.59304436104651,1.0,391.20255813268005,0.19571389827931762,71,4.840567121460528,0.052229356798368334
425,3305,819.3529911926153,3421.618905643554,702.7340855490595,819.3529911926147,432,136279.1206496813,47806012.164183155,4299,391.82671013782505,33.76881368340189,0.0,393.7574673713887,0.2065183030534883,72,5.272990986029239,0.08416705317896477
426,3370,823.5305787470515,3374.1775875544354,819.3529911926147,823.5305787470517,446,140212.83834036335,47946225.00252352,4346,375.706752864298,60.68153076506261,0.0,387.14229511769105,0.23689990350753212,28,3.7705133954988375,0.09487644299307459
427,3390,807.7081663014869,3374.1775875544354,823.5305787470517,807.7081663014885,465,148623.63970418143,48094848.6422277,4319,384.2252157799227,35.27137517761115,0.0,388.21157534395405,0.23401966719562609,29,4.332869331856243,0.11320044806875357
428,3133,741.8455615021326,3067.1373952006456,807.7081663014885,741.8455615021339,383,140253.17367457206,48235101.81590227,3970,318.8670744631592,9.424526409821308,0.0,413.5539606291521,0.2709387887229817,30,4.31130359914574,0.12833009484455316
429,3007,801.9829567027768,3067.1373952006456,741.8455615021339,801.9829567027795,508,141785.64507641463,48376887.46097869,3843,373.49761211645523,16.112744987306254,0.0,412.3725995990173,0.23135014405231172,31,5.109096811829285,0.09514191156144282
430,2622,679.6921567119684,2499.7092000091907,801.9829567027795,679.6921567119713,393,119047.10151517356,48495934.56249386,3321,272.95623313776787,3.1262903383727334,0.0,403.60963323583013,0.2836643388410533,32,5.764660905030186,0.13637060738600196
431,2484,695.4013567211596,2499.7092000091907,679.6921567119713,695.4013567211631,489,116466.62681771278,48612401.18931157,3171,279.4403082407202,1.8721064788047155,2.604707198717012,411.4842348029208,0.23754677303223262,33,7.244885122404527,0.09101855718554686
432,2143,449.9651235498309,1897.5637668286652,695.4013567211631,449.9651235498292,203,107086.34966899523,48719487.538980566,2517,1.6428967356507767,0.0,15.365145692192488,432.95708112198577,0.3798335692269044,34,7.302372312466415,0.14962781721490576
433,1924,423.52889037849354,1897.5637668286652,449.9651235498292,423.52889037849593,111,96716.83672113213,48816204.375701696,2231,9.408925120436258,0.0,4.015157541478807,410.1048077165808,0.22809662848699244,35,9.057445377041219,0.006730976614598187
434,1169,434.9960338296487,1180.467143451152,423.52889037849593,434.99603382964585,123,75333.79730089023,48891538.173002586,1479,0.0,0.0,1.5584496307777953,433.4375841988681,0.22787660124593648,36,11.55272760340812,0.010263330312870982
435,1175,440.4631772807986,1180.467143451152,434.99603382964585,440.46317728079674,42,72124.17962209758,48963662.352624685,1331,0.0,0.0,0.0,440.46317728079674,0.2689233674015784,37,14.999312873833675,0.0007067657840109198
436,621,438.0180254186457,618.5548481378488,440.46317728079674,438.01802541864527,55,57008.070735942776,49020670.42336063,794,0.0,0.0,0.0,438.01802541864527,0.3618710413370447,38,19.150225685155792,0.0
437,626,430.5728735564942,618.5548481378488,438.01802541864527,430.5728735564929,27,55370.452728881086,49076040.87608951,718,0.0,0.0,0.0,430.5728735564929,0.41602630718136513,39,26.669329226272147,0.0
438,323,438.981752366201,331.4088788097068,430.5728735564929,438.9817523662007,19,48201.86958732447,49124242.74567684,415,0.0,0.0,0.0,438.9817523662007,0.4865644828539002,40,33.868762136485614,0.0
439,337,433.3906311759089,331.4088788097068,438.9817523662007,433.3906311759079,29,48261.167393521464,49172503.91307036,428,0.0,0.0,0.0,433.3906311759079,0.6685645539339277,41,45.67457456110881,0.0
440,299,433.299337558818,298.9087063829103,433.3906311759079,433.2993375588176,53,47969.84467172006,49220473.75774208,418,0.0,0.0,0.0,433.2993375588176,0.7973277114082075,42,50.2333663925082,0.0
441,304,428.20804394172774,298.9087063829103,433.2993375588176,428.20804394172785,135,50594.77086320214,49271068.52860528,491,0.0,0.0,0.0,428.20804394172785,0.916059918509724,43,56.443071990395566,0.0
442,809,431.1486651879536,811.9406212462277,428.20804394172785,431.14866518795395,197,67891.53913710584,49338960.067742385,1056,1.9871084739963796,0.0,0.0,429.1615567139577,0.700090874813013,44,63.72250844718213,0.0
443,820,423.0892864341797,811.9406212462277,431.14866518795395,423.08928643418,183,67315.91902269446,49406275.98676508,1017,0.0,0.0,0.0,423.08928643418,0.5376353245758384,45,80.52529796129387,0.0008611580048003564
444,1817,480.36210376181725,1874.2728173276355,423.08928643418,480.36210376181555,267,100543.31252142954,49506819.29928651,2100,52.89428791991949,0.0,0.0,427.4678158418957,0.4093282517329997,46,74.43388468137148,0.0
445,1894,460.6349210894509,1874.2728173276355,480.36210376181555,460.63492108945053,640,113268.13768497323,49620087.43697148,2628,26.61481427517371,0.0,0.0,434.02010681427663,0.36355215130911334,47,66.6094030697257,0.01715324500618679
446,2653,481.4456711578482,2673.8107500683996,460.63492108945053,481.44567115784537,324,130829.74054717529,49750917.17751865,3081,47.18953732584766,0.0,0.0,434.2561338319978,0.36756658186659574,48,37.725521499112205,0.007260558862041173
447,2714,441.25642122624276,2673.8107500683996,481.44567115784537,441.2564212262414,168,130104.13134198796,49881021.30886064,3687,12.349494028560654,9.449286749285502,0.0,419.45764044839524,0.24335002145488732,49,26.886038788849394,0.015012268565523587
448,2939,521.3460892258408,3019.0896679996004,441.2564212262414,521.3460892258403,285,136423.87071585192,50017445.17957649,4027,54.81036804038333,45.845022691622944,0.0,420.6906984938338,0.19087951503428438,50,19.162641017524866,0.005317948023440011
449,3007,533.4357572254412,3019.0896679996004,521.3460892258403,533.4357572254402,212,136667.7931957294,50154112.97277222,4219,60.020353150131974,56.49249065345826,0.0,416.92291342184916,0.19868360378230132,51,12.762535126088022,0.027271520675900485
450,3321,703.6765721710708,3491.2408149456323,533.4357572254402,703.6765721710664,402,141393.45606757404,50295506.428839795,4775,190.57157268823335,123.69796324864208,0.0,389.4070362341902,0.14249660470161418,52,10.937614953457203,0.01924313773037664
451,3678,516.9173871166977,3491.2408149456323,703.6765721710664,516.9173871166914,229,151828.2439665802,50447334.672806375,4571,54.38924831715302,49.3195509982927,0.0,413.2085878012461,0.2151320239728616,53,8.593138706637715,0.08237214265260208
452,3446,496.7316984759955,3425.8143113593055,516.9173871166914,496.73169847600144,195,137892.1818983644,50585226.85470474,4326,61.055420865043295,17.24951820384787,0.0,418.4267594071104,0.15785746608803225,54,5.9498207129514205,0.025045028294865046
453,3418,504.54600983530554,3425.8143113593055,496.73169847600144,504.5460098353116,181,136028.92989571975,50721255.78460046,4141,45.285903874859976,44.271343171357785,0.0,414.9887627890942,0.13562104620590368,55,5.538303850985316,0.018435071193706378
454,3285,501.85618106613356,3282.310171230824,504.5460098353116,501.8561810661314,133,127549.60426395942,50848805.38886442,3946,47.67570000937438,8.68334088169521,0.0,445.49714017506176,0.1462718770033259,56,5.192943293689921,0.0249797429255277
455,3277,507.1663522969534,3282.310171230824,501.8561810661314,507.1663522969518,125,128255.15185409758,50977060.54071852,3855,41.064081757435616,53.5845383491002,0.0,412.51773219041576,0.15372259770324356,57,4.5690088326439495,0.01142724285248921
456,3260,589.9618040933233,3342.7954517963713,507.1663522969518,589.9618040933229,217,130133.78015402897,51107194.320872545,3948,121.84056861752904,64.12052470650534,1.0,403.0007107692892,0.16005287180279074,58,4.875250019348366,0.025283718028416457
457,3375,557.7572558896941,3342.7954517963713,589.9618040933229,557.7572558896946,205,131904.58354714466,51239098.90441969,4033,135.3871756109339,31.718342159317448,0.0,390.65173811944305,0.167484427210205,59,6.1343077537069615,0.042241383575305776
458,3558,706.3133278178202,3706.5560719281266,557.7572558896946,706.3133278178235,349,140721.54500073212,51379820.44942042,4374,219.77802677396207,99.50209165466066,0.0,387.0332093892003,0.15636275166541982,60,6.06713602620568,0.035976891878944546
459,3736,676.8693997459477,3706.5560719281266,706.3133278178235,676.8693997459533,304,144929.81452173047,51524750.26394215,4606,191.36838812360065,99.71274258575225,0.0,385.7882690365988,0.1886403050576802,61,6.480712208305965,0.07008041797144669
460,3835,529.8361594679609,3687.9667597220046,676.8693997459533,529.8361594679545,123,146732.72922583699,51671482.99316799,4585,43.15537186971986,83.82837988296939,0.0,402.8524077152651,0.18986961812429412,62,6.955431077549224,0.06782527943639288
461,3584,633.8029191899595,3687.9667597220046,529.8361594679545,633.802919189956,227,142411.5425449899,51813894.53571298,4673,61.0051008357915,162.30973934334435,0.0,410.4880790108202,0.14640386884261364,63,7.780042638372564,0.023695572974628806
462,3639,551.6787907773369,3556.8758715873805,633.802919189956,551.6787907773323,132,138785.76981738,51952680.30553036,4530,84.57711653863981,45.34255278018689,2.745258470977861,419.0138629875274,0.17633493450238275,64,7.761204412384739,0.05913808026267447
463,3557,551.5546623647151,3556.8758715873805,551.6787907773323,551.5546623647077,140,137373.49841483386,52090053.8039452,4556,75.75640309324996,63.23270876084634,4.0,408.5655505106113,0.14238940104414557,65,8.180070367956366,0.022954494064387584
464,3442,498.14529053323804,3388.59062816853,551.5546623647077,498.1452905332358,81,136979.60311880245,52227033.407064,4350,41.07431511332126,34.015108859485494,5.167939054060299,417.88792750636867,0.17957343109686877,66,7.90270338294195,0.04572086129099286
465,3299,587.7359187017664,3388.59062816853,498.1452905332358,587.7359187017643,184,134070.03124574042,52361103.43830974,4413,66.80312377230197,111.4823106386405,11.13969403906602,398.3107902517546,0.1595188821998043,40,5.259280571673133,0.010544927727792584
466,3246,449.7681138866001,3108.0321951848355,587.7359187017643,449.76811388660116,18,131287.8490346315,52492391.28734437,4177,1.3635108040254509,10.67438839273482,6.266323139711872,431.46389155012895,0.20127235224070142,41,4.2137194818515145,0.06102553848794858
467,3038,519.8003090714369,3108.0321951848355,449.76811388660116,519.800309071438,101,127088.61825554285,52619479.90559991,4401,0.0,93.38624321330991,0.0,426.41406585812825,0.1410260212086951,42,3.5684302917090016,0.0032317915324165188
468,3063,463.9780775489462,3007.177768477511,519.800309071438,463.97807754894865,36,122904.63377332324,52742384.539373234,4211,21.227041120754325,11.176524154428742,0.0,431.5745122737657,0.16489638450455776,43,3.284668035575512,0.030789481876439886
469,2955,516.1558460264569,3007.177768477511,463.97807754894865,516.1558460264599,104,122182.34965158082,52864566.88902482,4131,44.56355684701616,57.82814556701034,1.0,412.76414361243366,0.148024362986784,44,3.8285346982774198,0.007336641762572183
470,3131,634.5934766012438,3249.4376305747865,516.1558460264599,634.5934766012418,248,126904.58419824138,52991471.47322306,4357,181.2732345172311,57.61433447940668,0.0,395.7059076046033,0.15452434924949732,45,4.784784385807834,0.021505325474111277
471,3288,596.0311071760257,3249.4376305747865,634.5934766012418,596.0311071760228,785,144129.1980203283,53135600.67124339,4752,161.70818943867937,2.427379270224378,5.939193888773474,425.95634457834495,0.18336430216463923,46,5.305172854476911,0.05552361258830112
472,3542,475.650012819578,3421.618905643554,596.0311071760228,475.65001281957797,53,135805.03755120095,53271405.708794594,4256,41.7067821593374,1.307697815851487,0.0,432.6355328443886,0.18056220450965685,47,5.954887361223703,0.052775268919719946
473,3350,547.2689184631322,3421.618905643554,475.65001281957797,547.2689184631339,140,132294.70121721184,53403700.410011806,4039,127.28029698752246,10.838239017200571,0.0,409.1503824584099,0.1378569337343398,48,7.26329421503648,0.00862138299349557
474,3196,725.4465060175744,3374.1775875544354,547.2689184631339,725.4465060175694,328,134402.76546128985,53538103.175473094,4080,289.14949025364706,33.93292385966295,3.0,399.36409190425945,0.16580205607683315,49,6.62618234457266,0.03103597008289041
475,3176,923.6240935720089,3374.1775875544354,725.4465060175694,923.6240935720072,566,139586.1689728739,53677689.344445966,4173,516.5050318490528,23.429276757527116,0.0,383.6897849654253,0.1972609330021991,50,7.839347121804994,0.06752819420573788
476,3213,777.7614887726536,3067.1373952006456,923.6240935720072,777.7614887726521,432,142472.9849852309,53820162.3294312,4102,380.8622507408353,3.809152115121705,0.0,393.09008591669453,0.28999246422575964,51,7.396648036678443,0.15488725356821667
477,3042,802.898883973296,3067.1373952006456,777.7614887726521,802.8988839732968,492,139567.21708607103,53959729.54651727,3865,394.2316287710152,7.458866657451701,2.0,399.20838854482986,0.23506693362450873,52,7.791478503780365,0.09573004748255097
478,2623,679.6080839824858,2499.7092000091907,802.8988839732968,679.6080839824896,681,125129.72641741071,54084859.272934675,3613,281.28118495950304,0.0,0.0,398.32689902298534,0.29241936938926155,53,9.106168412898045,0.16009327961916878
479,2687,492.31728399167787,2499.7092000091907,679.6080839824896,492.3172839916809,251,119733.18439130379,54204592.45732598,3136,44.38309453348485,0.0,0.0,447.9341894581963,0.25650975232227513,54,10.967193374385692,0.11255225893647718
480,2304,439.6332149861273,2251.3159309944467,492.3172839916809,439.6332149861297,293,111425.25804315839,54316017.715369135,2799,14.122947709436401,0.0,0.0,425.51026727669307,0.21037255336175734,55,12.183778435944996,0.016669593274434964
481,2234,456.94914598057676,2251.3159309944467,439.6332149861297,456.94914598057693,132,103702.43393987,54419720.149309,2571,32.64673880756529,0.0,0.0,424.302407173012,0.17672669411985417,56,13.517146016100975,0.004295348133589944
482,1502,442.79362606860036,1487.8444800880227,456.94914598057693,442.79362606860127,167,81749.95567401989,54501470.104983024,1857,5.709539612236454,0.0,0.0,437.08408645636484,0.20425049424938163,57,16.263073716988238,0.014224670508063426
483,1479,451.63810615662464,1487.8444800880227,442.79362606860127,451.6381061566251,80,78637.38500063552,54580107.48998366,1695,9.582175942017914,0.0,0.0,442.0559302146071,0.24025853040231565,58,18.369639258991903,0.0025259628531286507
484,921,425.7810729878304,895.1429668312078,451.6381061566251,425.78107298783107,83,65873.55586057305,54645981.045844235,1132,0.0,0.0,0.0,425.78107298783107,0.32772911517278464,59,22.48230464213404,0.006168518495379991
485,876,444.9240398190366,895.1429668312078,425.78107298783107,444.92403981903783,29,61942.562605167914,54707923.6084494,1004,0.0,0.0,0.0,444.92403981903783,0.33578132668951,60,27.290385177748792,0.0
486,503,439.2716849388305,497.3476451197919,444.92403981903783,439.2716849388294,69,53600.24133105306,54761523.849780455,666,0.0,0.0,0.0,439.2716849388294,0.43357210137917024,61,33.69065988205846,0.0
487,496,440.61933005862215,497.3476451197919,439.2716849388294,440.61933005862136,96,53280.203978528545,54814804.05375899,653,0.0,0.0,0.0,440.61933005862136,0.4160943593969523,62,44.20637173467574,0.0
488,411,436.855809077504,407.2364790188834,440.61933005862136,436.8558090775047,58,50849.62744569233,54865653.68120468,529,0.0,0.0,0.0,436.8558090775047,0.7313978503131123,63,48.20935117725838,0.0
489,405,439.0922880963873,407.2364790188834,436.8558090775047,439.09228809638813,125,51446.86657898776,54917100.547783665,593,0.0,0.0,0.0,439.09228809638813,0.6427532375249132,64,54.73664061969408,0.0
490,872,423.30105316911886,856.2087650727289,439.09228809638813,423.3010531691176,166,66849.99114461713,54983950.538928285,1096,0.0,0.0,0.0,423.3010531691176,0.6123898984876172,65,63.397619097150354,0.0
491,841,438.5098182418483,856.2087650727289,423.3010531691176,438.5098182418466,5,61956.342010704466,55045906.88093899,883,0.0,0.0,0.0,438.5098182418466,0.47340444631896117,66,78.88782767029622,0.0
492,1331,436.7747826257307,1329.2649643838843,438.5098182418466,436.77478262572896,248,80999.1352484611,55126906.01618745,1612,6.66968242714965,0.0,0.0,430.10510019857924,0.43748976853921734,67,77.20131582093867,0.0
493,1348,418.03974700961317,1329.2649643838843,436.77478262572896,418.0397470096113,35,76468.56404836668,55203374.58023582,1435,0.0,0.0,0.0,418.0397470096113,0.41414555510017104,68,74.35862990435348,0.0034781667572305647
494,1805,461.031201185835,1847.9914541762216,418.0397470096113,461.03120118583337,298,96360.23729918103,55299734.817535,2155,39.399169459848984,0.0,0.0,421.6320317259845,0.35300360859839924,69,60.30193344308072,0.0
495,1877,432.0226553620564,1847.9914541762216,461.03120118583337,432.02265536205584,285,95109.51550869766,55394844.333043694,2319,1.3855952605521205,0.0,0.0,430.6370601015037,0.29401983789495423,70,56.04468850800251,0.014708445097221185
496,2557,444.4340434211076,2569.4113880590508,432.02265536205584,444.43404342110637,119,107241.19041677029,55502085.52346046,2833,27.0799583577772,0.0,0.0,417.3540850633293,0.21326134417898696,71,47.670575745329245,0.0002666736612513479
497,2567,446.8454314801579,2569.4113880590508,444.43404342110637,446.8454314801573,238,113633.75421473893,55615719.277675204,3104,25.122166202069934,0.0,0.0,421.72326527808747,0.20837986491917831,72,40.158132927837094,0.007107725699313688
