time_step,met_demand,unmet_demand,new_demand,carried_in_unmet,carried_out_unmet,n_rebalance_moves,iteration_cost,cumulative_cost,n_vehicles_in_service,unmet_fleet_insufficient,unmet_away_flying,unmet_insufficient_battery,unmet_rounding_jitter,mean_age_at_service_bins,max_backlog_age_bins,backlog_over_threshold,mean_age_at_service_operational_bins
124,3783,581.2666572878334,3687.9667597220046,676.2998975658252,581.2666572878268,173,147311.18689218018,14106254.770410748,4550,78.78356299572327,93.40146844023835,0.0,409.0816258518654,0.19010431003163025,52,6.491846721387275,0.07163908853495755
125,3654,615.2334170098347,3687.9667597220046,581.2666572878268,615.2334170098288,224,142188.584459559,14248443.354870306,4720,84.30501715617065,136.07191974563995,0.0,394.85648010801833,0.14855732568310284,53,7.161216903266043,0.02536412107903266
126,3658,514.1092885972103,3556.8758715873805,615.2334170098288,514.1092885972049,87,140597.9905174994,14389041.345387805,4520,46.12656665791713,42.85076846473025,0.0,425.13195347455763,0.18515093904612476,54,6.348345206095081,0.06484062015956182
127,3511,559.9851601845862,3556.8758715873805,514.1092885972049,559.9851601845795,135,136573.8365028671,14525615.181890672,4523,73.96097905854913,53.44772278962611,3.0,429.5764583364055,0.1432318926162299,55,6.472401455372228,0.019326297994740498
128,3477,471.5757883531105,3388.59062816853,559.9851601845795,471.5757883531085,49,136374.36143592547,14661989.543326598,4328,9.226554543348906,42.93010161062262,0.0,419.419132199137,0.1652788443633769,56,5.8763542250414,0.029849527815427976
129,3278,582.1664165216389,3388.59062816853,471.5757883531085,582.1664165216359,158,132587.29655810806,14794576.839884706,4403,38.23557974194456,121.42281706237944,2.518679220104657,419.98934049720805,0.1523880443212295,57,5.090821260788631,0.008293594216721822
130,3228,462.19861170647164,3108.0321951848355,582.1664165216359,462.1986117064743,22,130004.05764588535,14924580.897530591,4162,1.9810687004737144,11.15345074510275,5.684749037540562,443.3793432233573,0.18270828119912408,58,6.133120977578526,0.057744888988670154
131,3053,517.2308068913103,3108.0321951848355,462.1986117064743,517.230806891311,78,126418.24500894547,15050999.142539537,4376,8.209406644367203,66.2065523233998,6.0753929660851025,436.7394549574588,0.142267495733909,59,6.686926242344571,0.001559872979837616
132,3049,475.40857536881913,3007.177768477511,517.230806891311,475.40857536882214,43,123785.49268623014,15174784.635225767,4225,9.579662815410066,22.459105612597227,8.655913246869464,434.7138936939456,0.1608510273213997,60,7.069213437237855,0.021700405791580665
133,2975,507.5863438463298,3007.177768477511,475.40857536882214,507.58634384633314,79,122356.96047208896,15297141.595697856,4110,46.0800043907156,29.96741983108308,1.0,430.53891962453457,0.16770999265257786,61,6.117431321599142,0.019339719902813003
134,3081,676.0239744211171,3249.4376305747865,507.58634384633314,676.0239744211148,282,126396.48762202733,15423538.083319884,4377,180.1897161951607,100.75834305174578,1.0,394.07591517420826,0.14937655004089853,62,6.058910485736979,0.011265582251801864
135,3346,579.4616049958977,3249.4376305747865,676.0239744211148,579.4616049958955,193,132878.3755113973,15556416.45883128,4193,173.99192905101285,4.593676565146447,0.0,400.87599937973624,0.20304791035803707,63,5.715019520600842,0.07124386857810555
136,3337,664.080510639451,3421.618905643554,579.4616049958955,664.0805106394516,255,132327.73485581588,15688744.193687096,4283,234.9338791186922,21.564036996371822,0.0,407.5825945243871,0.17652134325092572,64,5.920181794872866,0.05420700312698863
137,3298,787.6994162830069,3421.618905643554,664.0805106394516,787.6994162830066,387,135435.08547078425,15824179.27915788,4218,333.02480148513877,55.31111698386994,0.0,399.3634978139983,0.19796545978042748,65,5.939940895760802,0.057127658402782326
138,3332,829.8770038374432,3374.1775875544354,787.6994162830066,829.8770038374415,428,140391.28593394265,15964570.565091824,4302,384.70394089236606,49.60108459919937,0.0,395.5719783458777,0.23082338655854934,66,5.568719533519891,0.0969550185942101
139,3349,855.0545913918759,3374.1775875544354,829.8770038374415,855.0545913918794,494,146876.0991967393,16111446.664288564,4299,448.18737439265834,16.70738529045105,0.0,390.1598317087695,0.22367190189942246,67,7.207795573444436,0.10005453374848002
140,3204,718.1919865925233,3067.1373952006456,855.0545913918794,718.1919865925256,371,141161.1095588408,16252607.773847405,4054,297.4440781993742,6.698001961489275,0.0,414.04990643166127,0.3030289601115063,68,6.372674617846781,0.1515457417900591
141,2974,811.3293817931676,3067.1373952006456,718.1919865925256,811.3293817931698,525,138305.0348908198,16390912.808738224,3821,408.00486742859295,11.163458707451177,0.0,392.1610556571268,0.2102675966275262,69,6.630281986852908,0.07365993729927417
142,2612,699.0385818023587,2499.7092000091907,811.3293817931698,699.0385818023625,738,123841.85682568914,16514754.665563913,3649,272.50645807458045,0.0,0.0,426.53212372778205,0.2728182507645635,70,7.382957128196946,0.1475898115870536
143,2724,474.7477818115508,2499.7092000091907,699.0385818023625,474.7477818115533,273,122564.71817940829,16637319.383743322,3190,63.313663393770916,0.0,0.0,411.43411841778277,0.2743195900082948,71,8.551180408958041,0.11710098637383107
144,2302,424.06371280599933,2251.3159309944467,474.7477818115533,424.06371280600314,225,107887.15300725878,16745206.536750581,2715,0.0,0.0,0.0,424.06371280600314,0.2019928532896055,72,10.033130944604194,0.020762440582237834
145,2217,458.3796438004497,2251.3159309944467,424.06371280600314,458.3796438004518,116,101808.18262386884,16847014.71937445,2535,39.64011631900225,0.0,0.0,418.73952748144944,0.17967942932859968,73,12.146915169685062,0.0
146,1499,447.2241238884751,1487.8444800880227,458.3796438004518,447.2241238884747,170,81787.1602152248,16928801.879589677,1861,7.15196170360385,0.0,0.0,440.0721621848708,0.20506538278562303,74,14.281692630662995,0.019438244427390013
147,1489,446.06860397649825,1487.8444800880227,447.2241238884747,446.06860397649837,106,79593.92462000769,17008395.804209683,1732,27.56222780687906,0.0,0.0,418.506376169619,0.22454164057172013,75,17.65559586495584,0.004439552437335228
148,906,435.21157080770377,895.1429668312078,446.06860397649837,435.21157080770485,94,64665.369095553484,17073061.173305236,1132,0.0,0.0,0.0,435.21157080770485,0.30886461642855234,76,20.960666911677887,0.021880849173310162
149,905,425.35453763890996,895.1429668312078,435.21157080770485,425.3545376389116,28,63653.13748593038,17136714.310791165,1026,0.0,0.0,0.0,425.3545376389116,0.33723035974998067,77,27.337341209042734,0.0
150,483,439.70218275870434,497.3476451197919,425.3545376389116,439.70218275870366,89,53377.517331585375,17190091.82812275,664,0.0,0.0,0.0,439.70218275870366,0.419639292563295,78,34.363573651102186,0.0
151,504,433.04982787849633,497.3476451197919,439.70218275870366,433.04982787849525,81,53073.32363457541,17243165.151757326,642,0.0,0.0,0.0,433.04982787849525,0.4915978337615566,79,44.21555755479688,0.0
152,401,439.2863068973778,407.2364790188834,433.04982787849525,439.286306897378,49,50576.97402125015,17293742.125778574,514,0.0,0.0,0.0,439.286306897378,0.6634862656716642,80,47.74544935438827,0.0
153,411,435.52278591626066,407.2364790188834,439.286306897378,435.5227859162611,134,52306.65770198413,17346048.78348056,601,0.0,0.0,0.0,435.5227859162611,0.6657905111385061,81,54.95754326799635,0.0
154,850,441.7315509889918,856.2087650727289,435.5227859162611,441.7315509889906,167,65751.0310085552,17411799.814489115,1080,0.0,0.0,0.0,441.7315509889906,0.531790804173484,82,63.95273429050862,0.0
155,862,435.94031606172143,856.2087650727289,441.7315509889906,435.9403160617198,0,62932.81218569954,17474732.626674816,897,0.0,0.0,0.0,435.9403160617198,0.521549853866436,83,80.28411392944558,0.0
156,1328,437.2052804456041,1329.2649643838843,435.9403160617198,437.20528044560206,216,79947.37485158315,17554680.0015264,1581,11.660320940842926,0.0,0.0,425.54495950475916,0.4459043517145098,84,75.08419847648574,0.0
157,1316,450.4702448294863,1329.2649643838843,437.20528044560206,450.47024482948507,259,79424.51631164853,17634104.51783805,1622,0.0,0.0,0.0,450.47024482948507,0.3805479575518299,85,76.39459768442983,0.003163704121294792
158,1839,459.46169900570794,1847.9914541762216,450.47024482948507,459.4616990057075,310,95006.76918188427,17729111.287019935,2191,22.63553531301812,0.0,0.0,436.8261636926892,0.3408055402750868,86,65.86037783715811,0.0
159,1877,430.4531531819307,1847.9914541762216,459.4616990057075,430.4531531819301,112,92089.14190788311,17821200.428927816,2150,0.0,0.0,0.0,430.4531531819301,0.3422579742622348,87,56.63754609508693,0.007568826772449246
160,2517,482.8645412409819,2569.4113880590508,430.4531531819301,482.86454124098,136,106587.27254155769,17927787.701469373,2816,64.70604833714283,0.0,0.0,418.1584929038378,0.2438594562559509,82,45.17706332510579,0.0
161,2569,483.27592930003084,2569.4113880590508,482.86454124098,483.2759293000305,365,111391.66533366412,18039179.36680304,3229,38.333061932611386,0.0,0.0,444.9428673674191,0.1768002454158003,83,42.42050924125886,0.018754456116059876
162,2869,484.645167252449,2870.369237952422,483.2759293000305,484.64516725244715,255,121701.94229406139,18160881.3090971,3422,55.41649403162393,0.0,0.0,429.2286732208234,0.2120576962238368,84,33.87910050175567,0.009737437597112654
163,2890,465.01440520486585,2870.369237952422,484.64516725244715,465.0144052048628,139,120535.9023137131,18281417.211410813,3430,19.613139880360894,11.215393612499488,0.0,434.1858717120024,0.19371622864300495,85,28.197241008021,0.014107422836245226
164,2963,474.06641341038676,2972.0520082055223,465.0144052048628,474.0664134103854,145,120401.50264224192,18401818.714053053,3520,43.41468724288921,17.19072520908813,0.0,413.461000958408,0.18298324348175782,86,24.38711057146985,0.008699943605117829
165,2965,481.1184216159095,2972.0520082055223,474.0664134103854,481.1184216159082,129,117429.84780090075,18519248.561853953,3526,56.552745927651,13.633210615259351,0.0,410.9324650729978,0.1472212586463884,87,23.47548848827365,0.014719536045664316
166,3028,516.9799074899684,3063.8614858740584,481.1184216159082,516.9799074899613,158,119681.055421494,18638929.617275447,3624,67.26805147354526,33.6565934868549,0.0,416.0552625295616,0.15604813095181724,88,21.973014566822417,0.015230842223821619
167,3069,511.84139336402177,3063.8614858740584,516.9799074899613,511.8413933640155,119,117282.27615875185,18756211.893434197,3630,80.72449361515991,7.756812169888196,0.0,423.3600875789673,0.16568616410540807,89,20.819830001292072,0.026217587659978097
168,3154,572.7032534587274,3214.8618600947134,511.8413933640155,572.7032534587282,185,121232.57262759338,18877444.46606179,3782,104.32748379647305,64.06833811502909,0.0,404.30743154722614,0.1736561208680037,90,19.703438122862284,0.016872266953437888
169,3221,566.5651135534395,3214.8618600947134,572.7032534587282,566.5651135534414,192,123984.41378867198,19001428.879850462,3843,127.8298896409987,38.18049716428776,0.0,400.5547267481548,0.17618524431859311,91,20.43260712566694,0.044901880098885266
170,3398,591.8009083305856,3423.2357947771447,566.5651135534414,591.800908330587,194,127822.64329354493,19129251.523144007,4001,151.69398546562056,33.63002732207123,0.0,406.4768955428947,0.18024788705326672,92,19.88709550960054,0.040861963954918694
171,3397,618.0367031077317,3423.2357947771447,591.800908330587,618.0367031077313,224,131852.3394877868,19261103.862631794,4134,122.70131262254206,83.33432391760246,0.0,412.00106656758646,0.19191221744398465,93,17.56467526325338,0.04370010660457307
172,3458,543.007117335525,3382.9704142277938,618.0367031077313,543.0071173355232,140,129019.80343947053,19390123.666071266,4098,120.97099226828448,19.931790215107988,0.0,402.1043348521298,0.17176844020646442,94,18.34754466497418,0.05074481782178203
173,3378,547.9775315633174,3382.9704142277938,543.0071173355232,547.9775315633132,148,129161.11068007836,19519284.776751343,4188,78.10650383662777,68.46263126313424,0.0,401.4083964635514,0.19649113243241717,95,14.130062435597614,0.03154997077462362
174,3295,509.52879261356065,3256.551261050246,547.9775315633132,509.5287926135614,92,122646.15901190715,19641930.93576325,4008,80.6615916766809,7.0869434964481375,0.0,421.7802574404326,0.18451477798623356,96,13.277649128292097,0.042160861777542274
175,3226,540.0800536638089,3256.551261050246,509.5287926135614,540.0800536638104,114,121169.25599967968,19763100.19176293,3977,71.08445038217532,40.88938152857385,0.0,428.10622175306094,0.15045258870983172,97,15.217775123177452,0.023770803525683063
176,3261,510.3580438108088,3231.277990146996,540.0800536638104,510.35804381080413,111,123338.89103026353,19886439.082793195,4014,98.80344251327331,9.54822526545129,0.0,402.0063760320799,0.17840384562770298,98,12.322976780850247,0.02805242934313482
177,3229,512.6360339578018,3231.277990146996,510.35804381080413,512.6360339577982,97,123083.8867455801,20009522.969538774,3947,86.86730789793936,12.202905492689538,0.0,413.56582056716945,0.17753886063720856,58,10.970278130290659,0.024280868760783492
178,3284,518.9527135412995,3290.3166795835014,512.6360339577982,518.9527135412986,115,122659.88867662851,20132182.858215403,4033,76.6553549464112,43.36630222300606,0.0,398.9310563718821,0.15843260868284542,59,11.136122723561511,0.023087458962775097
179,3270,539.2693931248,3290.3166795835014,518.9527135412986,539.2693931247992,114,121576.18756376114,20253759.045779165,4034,111.03169540554586,7.6285417244150295,0.0,420.6091559948374,0.1539209648517117,60,11.204863213441099,0.03184160912286296
180,3148,463.6786941907094,3072.409301065913,539.2693931247992,463.67869419070587,45,119514.4870453579,20373273.532824524,3876,42.37283191576061,0.15571560038890553,0.0,421.15014667455637,0.18303394237629794,61,10.081047249575885,0.0280694353234772
181,3049,487.087995256617,3072.409301065913,463.67869419070587,487.0879952566117,74,115984.32406075594,20489257.85688528,3671,56.00553583435431,4.7481590155598115,0.0,426.3343004066979,0.14069982042174684,62,11.292415999473295,0.016102831594332345
182,3067,525.8025685224607,3105.7145732658482,487.0879952566117,525.8025685224619,112,116854.53767878108,20606112.394564062,3690,86.8924987789981,7.08833763608774,0.0,431.82173210737665,0.1344166706067022,63,12.214173004889812,0.010679659260275623
183,3066,565.5171417883112,3105.7145732658482,525.8025685224619,565.5171417883123,184,119361.35934557531,20725473.753909636,3661,159.54541615835183,9.347258923702991,0.0,396.62446670625843,0.1687593985146772,64,12.455210022073956,0.029078167778861876
184,3075,698.3552491310729,3207.8381073427627,565.5171417883123,698.3552491310775,325,121072.11956334695,20846545.873472985,3833,291.60727865949985,17.39250973756367,0.0,389.3554607340134,0.17123846842675725,65,12.99962387915041,0.03900299923795606
185,3142,764.1933564738388,3207.8381073427627,698.3552491310775,764.1933564738406,385,125756.27571460155,20972302.149187587,3924,344.0035453517012,21.767798389549196,0.0,398.4220127325908,0.19513572658168174,66,13.278798537101396,0.06651929884246487
186,3194,622.8245507984666,3052.6311943246205,764.1933564738406,622.8245507984633,257,127375.83329537748,21099677.982482966,3848,222.5686269233289,8.466225410518405,0.0,391.78969846461615,0.24588257378794812,67,15.10111987396381,0.10753243254165723
187,3004,671.4557451230885,3052.6311943246205,622.8245507984633,671.4557451230863,300,125340.83055306895,21225018.813036036,3756,253.0639149521964,9.07689121226981,0.0,409.3149389586191,0.20036822993268688,68,17.377521195935607,0.0625794963037659
188,2785,640.81880994923,2754.3630648261405,671.4557451230863,640.8188099492301,301,119048.14440138752,21344066.957437422,3526,235.4221927359426,2.1279303221678134,0.0,403.2686868911193,0.23888414100993122,69,16.126836788287502,0.07713942731454121
189,2664,731.1818747753732,2754.3630648261405,640.8188099492301,731.1818747753753,402,118319.71749009143,21462386.674927514,3351,326.5737788122815,2.521430352175848,2.0,400.0866656109163,0.24219346900603847,70,15.168996964141026,0.08124503875645273
190,2411,545.9491271431461,2225.767252367766,731.1818747753753,545.9491271431395,196,103452.97925801072,21565839.654185526,2895,131.2554904452752,7.241729067951304,0.0,407.451907629913,0.29304737253969493,71,16.276308931671643,0.14074729178834966
191,2139,632.7163795109063,2225.767252367766,545.9491271431395,632.7163795109066,622,106741.59883182184,21672581.253017347,2942,237.2190667479718,0.0,0.0,395.49731276293403,0.20336189201652632,72,20.077676921262146,0.054970022716929814
192,2380,504.03231050535214,2251.3159309944467,632.7163795109066,504.0323105053546,189,109101.76790576214,21781683.020923108,2751,75.27712209059416,0.0,2.1531919011572946,426.60199651360284,0.3198980662435732,73,20.2999529231476,0.10243817827630364
193,2206,549.3482414998011,2251.3159309944467,504.0323105053546,549.3482414998027,227,103320.16191507758,21885003.182838187,2628,126.28939306397909,0.0,0.0,423.0588484358233,0.23830756972751893,74,20.970895597592353,0.02801851483332435
194,1586,451.1927215878261,1487.8444800880227,549.3482414998027,451.19272158782513,197,84887.2202212843,21969890.40305947,1979,13.718169839099067,0.0,0.0,437.4745517487261,0.27305351453031407,75,23.02093433969793,0.06695872328004386
195,1495,444.03720167584856,1487.8444800880227,451.19272158782513,444.0372016758489,138,81562.00381606942,22051452.40687554,1758,20.977399375128655,0.0,0.0,423.0598023007203,0.25378628529494385,76,26.403332858551657,0.006653330576708984
196,911,428.18016850705453,895.1429668312078,444.0372016758489,428.1801685070557,107,66846.4793542154,22118298.886229753,1154,0.0,0.0,0.0,428.1801685070557,0.312690552142499,77,28.481064510790073,0.015813435366605864
197,893,430.3231353382612,895.1429668312078,428.1801685070557,430.32313533826215,52,64583.82632096225,22182882.712550715,1046,0.0,0.0,0.0,430.32313533826215,0.3262035409674857,78,31.952465722719893,0.0
198,508,419.6707804580549,497.3476451197919,430.32313533826215,419.670780458054,164,56052.472509227875,22238935.185059942,760,0.0,0.0,0.0,419.670780458054,0.45883921592442584,79,36.33826182647032,0.0
199,482,435.01842557784676,497.3476451197919,419.670780458054,435.0184255778461,91,52717.56426275387,22291652.749322698,636,0.0,0.0,0.0,435.0184255778461,0.3899721501501644,80,44.60057233710195,0.0
200,416,426.2549045967287,407.2364790188834,435.0184255778461,426.25490459672886,79,52844.94434473938,22344497.693667438,555,0.0,0.0,0.0,426.25490459672886,0.7091156432622057,81,46.90972342355173,0.0
201,396,437.4913836156114,407.2364790188834,426.25490459672886,437.4913836156124,140,52915.71988589985,22397413.41355334,594,0.0,0.0,0.0,437.4913836156124,0.5857550211237091,82,52.170208574350326,0.0
202,856,437.70014868834323,856.2087650727289,437.4913836156124,437.70014868834164,315,70476.29393307009,22467889.70748641,1233,0.0,0.0,0.0,437.70014868834164,0.5795912887126076,83,60.15181614299489,0.0
203,851,442.9089137610724,856.2087650727289,437.70014868834164,442.90891376107095,78,64723.443330120135,22532613.15081653,966,0.0,0.0,0.0,442.90891376107095,0.5029703583460515,84,74.92389153180592,0.0
204,1339,433.1738781449551,1329.2649643838843,442.90891376107095,433.17387814495385,203,80257.02072421594,22612870.171540745,1579,0.0,0.0,0.0,433.17387814495385,0.409259948658722,85,75.9072839053673,0.0
205,1324,438.438842528838,1329.2649643838843,433.17387814495385,438.43884252883595,379,82307.83577314654,22695178.007313892,1749,10.634163549123079,0.0,0.0,427.8046789797128,0.38134441750799475,86,77.29221507014043,0.0
206,1822,464.4302967050594,1847.9914541762216,438.43884252883595,464.43029670505916,218,91428.92669408623,22786606.93400798,2089,26.14374550444151,0.0,0.0,438.2865512006175,0.3627397303829951,87,66.78264271134877,0.0036918217890890594
207,1868,444.42175088128215,1847.9914541762216,464.43029670505916,444.42175088128096,210,94280.28988990071,22880887.22389788,2224,0.0,0.0,0.0,444.42175088128096,0.2951164041599975,88,61.79689002591895,0.008671459327571102
208,2533,480.83313894033245,2569.4113880590508,444.42175088128096,480.8331389403312,173,108180.48170288239,22989067.705600765,2868,55.49140457099918,0.0,0.0,425.34173436933224,0.24611805357757327,89,48.69372247912213,0.0
209,2605,445.2445269993823,2569.4113880590508,480.8331389403312,445.24452699938143,243,112929.77781134896,23101997.483412113,3145,21.86530489255559,0.0,0.0,423.3792221068258,0.2377927570292565,90,40.165615551155234,0.015498493479425715
210,2849,466.6137649518014,2870.369237952422,445.24452699938143,466.61376495179763,264,118253.287702401,23220250.771114513,3422,40.15064659295523,0.0,0.0,426.4631183588426,0.19643249222899334,91,31.78311194870387,0.004754376229825454
211,2867,469.9830029042164,2870.369237952422,466.61376495179763,469.9830029042145,124,119950.94376189812,23340201.71487641,3392,23.02370097889536,18.744052486255594,0.0,428.21524943906337,0.1714771215007809,92,27.90863762882382,0.009844278220109179
212,2929,513.0350111097382,2972.0520082055223,469.9830029042145,513.0350111097368,183,120344.60871045462,23460546.323586863,3497,65.58037073507074,26.38929614480089,0.0,421.0653442298654,0.18395011064640293,93,23.86343906156105,0.008537322408603025
213,2914,571.0870193152609,2972.0520082055223,513.0350111097368,571.0870193152588,218,118605.37391558522,23579151.69750245,3581,115.02971227266414,39.87012699325428,0.0,416.18718004934084,0.17865778718358294,94,21.78788631557244,0.02431872244100372
214,3093,541.9485051893184,3063.8614858740584,571.0870193152588,541.9485051893126,195,122049.21017871311,23701200.907681163,3701,111.28052677049145,29.298359489310783,0.0,401.36961892951064,0.20427607895753783,95,19.50763984704275,0.0445370999021539
215,3093,512.8099910633723,3063.8614858740584,541.9485051893126,512.8099910633665,131,118106.30546099698,23819307.21314216,3694,71.7551031694289,22.42720549389237,0.0,418.6276824000453,0.16033255736448382,96,18.748333876533145,0.0330119880924766
216,3178,549.671851158078,3214.8618600947134,512.8099910633665,549.6718511580793,171,122093.8046454642,23941401.017787624,3783,104.98679815287485,46.06105934927403,0.0,398.62399365593086,0.1747099483907153,97,17.380166575612982,0.0256137618116027
217,3195,569.5337112527909,3214.8618600947134,549.6718511580793,569.5337112527927,198,123116.50403513345,24064517.521822758,3821,139.07792550641324,42.44118666644039,0.0,388.0145990799388,0.18598342656291125,98,16.296108924850667,0.04002056901571026
218,3353,639.769506029937,3423.2357947771447,569.5337112527927,639.769506029938,282,129682.52112163615,24194200.042944394,4016,228.36543327936968,25.49321239987937,0.0,385.910860350689,0.17832984472165214,99,15.04248726258945,0.04455065787250904
219,3436,627.0053008070822,3423.2357947771447,639.769506029938,627.0053008070827,234,132174.1928088617,24326374.235753257,4180,173.45326223690776,53.71536356732355,0.0,399.83667500285117,0.18637370189485414,100,14.63604201171697,0.052251125272594144
220,3465,544.9757150348764,3382.9704142277938,627.0053008070827,544.9757150348734,159,130021.79056945935,24456396.026322715,4128,127.17777368993399,17.45226109397328,0.0,400.3456802509664,0.197703822602969,101,13.646771439200592,0.061391555574468556
221,3351,576.9461292626675,3382.9704142277938,544.9757150348734,576.9461292626648,170,128530.14307687177,24584926.169399586,4160,83.60052032467961,86.78393177739616,0.0,406.5616771605891,0.16394117562776264,102,15.340092901189642,0.032018316183276385
222,3321,512.497390312913,3256.551261050246,576.9461292626648,512.4973903129136,127,125028.44584386607,24709954.61524345,4053,110.62046523467896,6.096445387865904,0.0,395.7804796903686,0.18304029979455796,103,14.859853595832977,0.04197060892704295
223,3234,535.0486513631613,3256.551261050246,512.4973903129136,535.0486513631607,129,121118.40504389777,24831073.020287346,4023,121.63553767828903,3.1906723802068484,0.0,410.2224413046661,0.1517801509901725,104,15.936080989731623,0.025070932063400882
224,3304,462.3266415101584,3231.277990146996,535.0486513631607,462.326641510156,140,126130.15205865947,24957203.172346007,4073,53.21035799697451,0.0,0.0,409.1162835131816,0.20305927325677747,105,11.556985495148263,0.03866896883022231
225,3250,443.6046316571542,3231.277990146996,462.326641510156,443.6046316571498,34,123008.53701121645,25080211.709357224,3923,23.7965215814795,2.824782988834759,0.0,416.9833270868355,0.13760887187192455,106,12.423769909351334,0.01196521377942496
226,3266,467.92131124065145,3290.3166795835014,443.6046316571498,467.921311240651,47,120522.0196947954,25200733.72905202,3948,45.29195942120333,6.607503730609402,0.0,416.02184808883834,0.13783372709343916,107,11.677851495827134,0.006847980684601177
227,3235,523.2379908241528,3290.3166795835014,467.921311240651,523.237990824151,102,120122.2466878367,25320855.975739855,3987,78.17988319063996,30.40221816942324,0.0,414.65588946408747,0.1296902163635394,108,11.9704567856001,0.010336615407249054
228,3127,468.64729189006175,3072.409301065913,523.237990824151,468.64729189005743,42,118326.91376410605,25439182.88950396,3808,37.23153432149271,3.538570845318226,0.0,427.8771867232465,0.1680367943307061,109,12.27723387101758,0.02749431577793602
229,3033,508.0565929559689,3072.409301065913,468.64729189005743,508.05659295596274,90,116195.16684022418,25555378.056344185,3677,79.63183362466458,6.115630064802257,0.0,422.3091292664966,0.15850643673645198,110,11.878149570528816,0.010470201905156457
230,3068,545.7711662218117,3105.7145732658482,508.05659295596274,545.771166221813,165,118284.69427983032,25673662.750624016,3758,146.27032164823615,11.455808685330187,0.0,388.04503588824696,0.1650484256318272,111,10.83900112865829,0.016248792124207972
231,3076,575.4857394876622,3105.7145732658482,545.771166221813,575.4857394876642,180,117428.76358580851,25791091.514209826,3672,165.51441908115748,10.475638661926215,0.0,399.49568174458085,0.1749297680275337,112,11.185603028259072,0.0445291176307066
232,3065,718.3238468304248,3207.8381073427627,575.4857394876642,718.3238468304276,327,121848.01491193252,25912939.529121757,3827,305.175568863298,14.41984207795917,0.0,398.72843588917146,0.17148558892904917,113,12.412340752518443,0.04350170346637677
233,3158,768.1619541731889,3207.8381073427627,718.3238468304276,768.1619541731922,392,127482.3500089914,26040421.879130747,3953,370.5806607016282,5.566444056766139,0.0,392.0148494147978,0.20286725516424609,114,12.431668413388888,0.06808215874545268
234,3205,615.793148497818,3052.6311943246205,768.1619541731922,615.7931484978151,243,127631.16115765015,26168053.040288396,3880,216.72710536647176,7.027144457709511,0.0,392.0388986736331,0.24970478439532232,115,13.105864403237307,0.1060955050145534
235,3004,664.4243428224408,3052.6311943246205,615.7931484978151,664.4243428224376,311,124630.08066117378,26292683.12094957,3738,260.4819751912044,5.199412256632181,0.0,398.74295537460006,0.1972227805515098,116,16.001639595157435,0.07228389976137743
236,2786,632.7874076485814,2754.3630648261405,664.4243428224376,632.7874076485806,307,119490.79012061385,26412173.911070183,3527,218.60434361060894,6.313645333733895,2.8396096340295145,405.0298090702092,0.23010379067688586,117,15.919174774293726,0.08223501450586482
237,2694,693.1504724747247,2754.3630648261405,632.7874076485806,693.1504724747244,582,126431.804483585,26538605.715553768,3550,282.9422112387992,0.0,0.0,410.2082612359265,0.2168513621242958,118,18.100572061177285,0.06927167269207164
238,2441,477.9177248424944,2225.767252367766,693.1504724747244,477.9177248424918,239,109564.73466997338,26648170.45022374,2973,28.348652784366806,0.0,0.0,449.5690720581248,0.2818262330009733,119,19.267518055290978,0.12193955838311857
239,2234,469.68497721025824,2225.767252367766,477.9177248424918,469.6849772102568,265,102201.77081041383,26750372.221034154,2683,38.90550360485013,0.0,1.376761779432708,429.4027118259739,0.1692154656104482,120,22.886796892035512,0.009589410463778552
240,2286,435.00090820470314,2251.3159309944467,469.6849772102568,435.00090820470535,198,106255.33762193544,26856627.55865609,2664,0.47402811470518325,0.0,0.0,434.52688009000013,0.23123871299258414,121,23.776452879123703,0.014224186739657778
241,2203,483.3168391991521,2251.3159309944467,435.00090820470535,483.3168391991542,166,102966.25903832345,26959593.81769441,2566,63.359940254301556,0.0,0.0,419.9568989448526,0.21355162259007215,122,24.032906104631294,0.0
242,1530,441.161319287178,1487.8444800880227,483.3168391991542,441.1613192871775,215,84281.03810758292,27043874.855801992,1955,11.28349771785425,0.0,0.0,429.8778215693232,0.2576692413755443,123,25.271102784742737,0.029572079065372802
243,1483,446.0057993752009,1487.8444800880227,441.1613192871775,446.0057993752004,150,81108.91282452497,27124983.76862652,1768,17.44304122349074,0.0,0.0,428.5627581517096,0.22215063506914873,124,29.05349419465503,0.006804561853212798
244,915,426.14876620640575,895.1429668312078,446.0057993752004,426.1487662064075,109,67227.13795846583,27192210.906584986,1151,0.0,0.0,0.0,426.1487662064075,0.3305550608685682,125,31.37427968917264,0.013571283245336765
245,892,429.29173303761286,895.1429668312078,426.1487662064075,429.29173303761365,54,64470.351209086824,27256681.25779407,1042,0.0,0.0,0.0,429.29173303761365,0.3091389868386023,126,36.3127764821316,0.0
246,489,437.63937815740644,497.3476451197919,429.29173303761365,437.6393781574055,154,55064.4524743106,27311745.710268382,735,0.0,0.0,0.0,437.6393781574055,0.4051164919431215,127,41.639628410443414,0.0
247,508,426.9870232771982,497.3476451197919,437.6393781574055,426.98702327719707,109,54419.62839388376,27366165.338662267,680,0.0,0.0,0.0,426.98702327719707,0.48632421771602385,128,47.727718736822,0.0
248,390,444.2235022960797,407.2364790188834,426.98702327719707,444.22350229608037,84,52352.42143403821,27418517.760096304,539,0.0,0.0,0.0,444.22350229608037,0.6748235826622856,129,50.809008724917305,0.0
